year;CO2 ppm;methane ppb;N2O ppb
-797446;;399.0;
-796562;191.0;;
-796475;;;254.0
-796467;;458.0;
-795327;;396.0;
-795149;188.4;;
-794517;189.3;;
-794430;;;249.0
-794370;;418.0;
-793252;195.2;;
-792988;;428.0;
-792658;199.4;;
-792569;;;239.0
-792450;;420.0;
-791646;;451.0;
-791310;209.0;;
-790993;204.0;;
-790916;;;239.0
-790877;;470.0;
-790131;205.1;;
-790045;;466.0;
-789541;215.4;;
-789474;;;250.0
-789427;;503.0;
-788740;;483.0;
-788588;221.3;;
-788203;218.2;;
-788110;;;253.0
-788088;;540.0;
-787431;226.3;;
-787312;;543.0;
-786937;229.5;;
-786882;;;253.0
-786865;;562.0;
-786173;;589.0;
-786083;247.9;;
-785855;248.1;;
-785730;;;266.0
-785723;;659.0;
-785126;256.9;;
-784988;;713.0;
-784699;;699.0;
-784637;260.3;;
-784590;;739.0;
-784579;;;303.0
-784540;;723.0;
-784010;;677.0;
-783839;255.4;;
-783463;253.3;;
-783436;;686.0;
-783424;;;282.0
-782742;250.7;;
-782690;;639.0;
-782197;246.9;;
-782158;;653.0;
-782151;;;269.0
-781478;;618.0;
-781313;252.1;;
-780901;;639.0;
-780880;;;270.0
-780109;246.2;;
-780007;;623.0;
-779683;;633.0;
-779646;;;280.0
-779585;248.7;;
-778795;;630.0;
-778662;242.8;;
-778318;248.5;;
-778158;;;254.0
-778145;;616.0;
-777414;243.9;;
-777333;;598.0;
-776848;245.8;;
-776810;;614.0;
-776797;;;254.0
-776082;;681.0;
-775950;246.1;;
-775606;246.3;;
-775460;;658.0;
-775440;;;269.0
-774686;243.9;;
-774605;;601.0;
-774087;238.8;;
-774044;;618.0;
-774034;;;273.0
-773296;;577.0;
-773101;240.5;;
-772598;236.9;;
-772575;;583.0;
-772548;;;260.0
-771730;233.3;;
-771682;;549.0;
-771093;230.0;;
-771049;;566.0;
-771046;;;271.0
-770249;;530.0;
-770126;230.9;;
-770082;;;247.0
-770064;;539.0;
-769885;;;267.0
-769879;;543.0;
-769758;229.5;;
-769596;;;260.0
-769591;;556.0;
-769310;237.7;;
-769258;;;275.0
-769255;;639.0;
-769044;235.6;;
-768987;;;271.0
-768981;;647.0;
-768774;238.2;;
-768652;;632.0;
-768497;235.6;;
-768353;;;271.0
-768344;;630.0;
-768183;231.5;;
-768130;;622.0;283.0
-767837;226.0;;
-767777;;616.0;
-767754;;;287.0
-767630;;587.0;
-767600;;;279.0
-767564;228.1;;
-767350;;570.0;
-767100;221.4;;
-766741;;568.0;
-766705;222.4;;
-766626;;;283.0
-765787;217.7;;
-765671;;486.0;
-765146;213.5;;
-765121;;519.0;
-765097;;;250.0
-764296;;467.0;
-764160;215.7;;
-763978;;;241.0
-763936;;462.0;
-763785;216.8;;
-763635;;;260.0
-763555;;470.0;
-763314;;;265.0
-763272;;500.0;
-763167;;;268.0
-763134;;535.0;
-762883;222.6;;
-762798;;518.0;
-762635;;563.0;
-762634;;;286.0
-762299;224.1;;
-762222;;;293.0
-762193;;549.0;
-761984;221.4;;
-761874;;;289.0
-761868;;556.0;
-761736;225.7;;
-761513;;538.0;
-761369;215.0;;
-760921;216.0;;
-760877;;521.0;
-760856;;;280.0
-760114;212.0;;
-760089;;474.0;
-759624;;473.0;
-759503;206.1;;
-758686;;454.0;
-758550;206.9;;
-758252;208.8;;
-758079;;;250.0
-758065;;462.0;
-757356;214.9;;
-757250;;434.0;
-756933;217.9;;
-756890;;;252.0
-756867;;421.0;
-756525;217.6;;
-756467;;;274.0
-756432;;486.0;
-756309;215.3;;
-756240;;;279.0
-756193;;498.0;
-756050;;498.0;
-756012;219.2;;
-755611;215.0;;
-755558;;505.0;
-755556;;;290.0
-755266;;480.0;
-755262;;;274.0
-755045;;473.0;
-755043;;;287.0
-754921;210.7;;
-754836;;439.0;
-754407;206.0;;
-754371;;419.0;
-754364;;;265.0
-753665;;445.0;
-753545;201.9;;
-753291;200.5;;
-753190;;429.0;
-753097;;;252.0
-752444;195.8;;
-752399;;406.0;
-752070;;410.0;
-752034;191.5;;
-751991;;;230.0
-751028;196.5;;
-750655;188.0;;
-750618;;431.0;
-750612;;;231.0
-749880;190.1;;
-749805;;401.0;
-749351;186.2;;
-749308;;;241.0
-749304;;428.0;
-748653;;408.0;
-748526;184.0;;
-748244;184.8;;
-748096;;;246.0
-748095;;400.0;
-747451;182.9;;
-747370;;378.0;
-746963;181.4;;
-746921;;;250.0
-746920;;409.0;
-746283;;392.0;
-746151;180.4;;
-745809;180.8;;
-745766;;405.0;
-745764;;;239.0
-745160;180.8;;
-745100;;402.0;
-744693;183.1;;
-744653;;428.0;
-744646;;;238.0
-744055;;415.0;
-743886;180.2;;
-743522;;432.0;
-743515;;;235.0
-742893;182.0;;
-742824;;421.0;
-742404;181.2;;
-742362;;422.0;
-742357;;;239.0
-741756;;439.0;
-741639;180.4;;
-741283;181.7;;
-741257;;422.0;
-741217;;;231.0
-740608;182.3;;
-740553;;402.0;
-740125;177.9;;
-740121;;409.0;
-740089;;;242.0
-739473;;388.0;
-739357;176.6;;
-739071;178.6;;
-738939;;;252.0
-738918;;414.0;
-738327;178.9;;
-738262;;411.0;
-737892;185.0;;
-737860;;403.0;
-737854;;;233.0
-737323;;408.0;
-737187;197.8;;
-736894;200.3;;
-736871;;;251.0
-736869;;407.0;
-736322;206.5;;
-736180;;423.0;
-735939;210.6;;
-735892;;;283.0
-735872;;508.0;
-735336;;542.0;
-735316;211.3;;
-735084;208.1;;
-734973;;561.0;
-734964;;;258.0
-734510;209.7;;
-734463;;546.0;
-734129;204.1;;
-734107;;541.0;
-734089;;;253.0
-733574;;518.0;
-733509;201.3;;
-733217;201.7;;
-733151;;531.0;250.0
-732654;207.4;;
-732638;;520.0;
-732273;205.3;;
-732244;;519.0;
-732238;;;257.0
-731698;;530.0;
-731593;204.4;;
-731311;203.9;;
-731209;;525.0;
-731204;;;261.0
-730598;205.9;;
-730511;;521.0;
-730196;;537.0;
-730191;203.8;;
-730148;;;255.0
-729492;;512.0;
-729379;204.9;;
-729077;;538.0;
-728999;204.1;;
-728964;;;263.0
-728349;204.0;;
-728293;;545.0;
-727807;;;266.0
-727804;;551.0;
-726971;205.4;;
-726923;;530.0;
-726909;;;254.0
-726618;205.1;;
-726503;;559.0;
-726472;;;268.0
-725782;205.5;;
-725757;;531.0;
-725242;204.5;;
-725230;;541.0;
-725212;;;257.0
-724545;;504.0;
-724372;208.1;;
-723987;206.6;;
-723919;;561.0;
-723902;;;251.0
-723109;206.3;;
-722970;;478.0;
-722495;210.3;;
-722434;;;265.0
-722423;;581.0;
-721738;;560.0;
-721514;213.2;;
-721183;213.4;;
-721022;;566.0;
-720995;;;265.0
-720089;211.3;;
-719971;;515.0;
-719368;206.3;;
-719308;;491.0;
-719303;;;253.0
-718583;;401.0;
-718387;195.2;;
-717844;187.8;;
-717805;;;240.0
-717692;;408.0;
-716829;184.3;;
-716685;;392.0;
-716114;192.9;;
-716045;;;217.0
-716013;;403.0;
-715245;;399.0;
-715115;205.0;;
-714754;208.1;;
-714599;;;239.0
-714513;;435.0;
-713800;222.1;;
-713700;;531.0;
-713230;217.7;;
-713172;;;274.0
-713165;;570.0;
-712338;221.7;;
-712239;;577.0;
-711893;222.3;;
-711788;;593.0;
-711771;;;267.0
-711060;;597.0;
-710883;218.5;;
-710415;;588.0;
-710387;;;260.0
-709619;;573.0;
-709471;218.7;;
-709154;218.9;;
-709007;;;258.0
-709001;;591.0;
-708287;220.2;;
-708191;;556.0;
-707809;;568.0;
-707730;219.7;;
-707681;;611.0;
-707678;;;271.0
-706904;;521.0;
-706420;;512.0;
-705649;;505.0;
-705203;;519.0;
-704459;228.1;;
-704457;;;275.0
-704452;;610.0;
-704191;228.6;;
-704053;;;268.0
-704027;;610.0;
-703460;228.5;;
-703387;;585.0;
-703023;233.9;;
-702959;;;273.0
-702911;;602.0;
-702261;231.2;;
-702258;;588.0;
-702257;;;263.0
-701984;231.2;;
-701941;;;261.0
-701926;;593.0;
-701434;232.8;;
-701377;;582.0;
-701038;232.4;;
-700996;;;275.0
-700968;;605.0;
-700513;;594.0;
-700431;230.3;;
-700208;229.3;;
-700105;;;262.0
-700102;;584.0;
-699656;228.8;;
-699581;;571.0;
-699292;228.2;;
-699258;;;251.0
-699253;;595.0;
-698794;227.6;;
-698715;;578.0;
-698439;228.7;;
-698398;;;281.0
-698396;;581.0;
-697959;226.0;;
-697922;;566.0;
-697683;227.6;;
-697607;;594.0;
-697606;;;271.0
-697182;;604.0;267.0
-697152;227.7;;
-696930;226.4;;
-696436;228.0;;
-696332;;;254.0
-696324;;588.0;
-696170;231.0;;
-696097;;605.0;
-696094;;;264.0
-695710;232.2;;
-695658;;604.0;
-695381;232.4;;
-695013;232.9;;
-694968;;624.0;
-694767;235.4;;
-694696;;;264.0
-694693;;645.0;
-694337;234.8;;
-694279;;643.0;
-694112;234.6;;
-694030;;647.0;
-693668;237.6;;
-693621;;632.0;
-693433;236.7;;
-693358;;;273.0
-693349;;652.0;
-692991;236.9;;
-692955;;635.0;
-692722;235.8;;
-692699;;639.0;
-692694;;;266.0
-692350;234.4;;
-692313;;629.0;
-692118;235.4;;
-692055;;615.0;
-692054;;;259.0
-691689;234.1;;
-691483;234.1;;
-691416;;590.0;
-691040;234.8;;
-691006;;602.0;
-690815;232.9;;
-690750;;596.0;
-690747;;;260.0
-690388;235.9;;
-690353;;557.0;
-690107;235.5;;
-690085;;570.0;
-690083;;;258.0
-689722;236.6;;
-689672;;568.0;
-689482;235.6;;
-689416;;584.0;
-689413;;;246.0
-689049;234.0;;
-688821;240.0;;
-688757;;561.0;
-688344;234.8;;
-688330;;549.0;
-688107;235.6;;
-688038;;;241.0
-688033;;555.0;
-687653;239.9;;
-687609;;540.0;
-687354;235.8;;
-687346;;557.0;
-687325;;;262.0
-686931;234.9;;
-686898;;542.0;
-686702;235.8;;
-686636;;;270.0
-686635;;538.0;
-686245;233.0;;
-686204;;527.0;
-685999;232.3;;
-685936;;529.0;
-685520;228.8;;
-685474;;538.0;
-685277;228.7;;
-684776;227.3;;
-684737;;523.0;
-684475;224.3;;
-684441;;521.0;
-684436;;;260.0
-684030;224.4;;
-683975;;514.0;
-683766;223.5;;
-683749;;508.0;
-683740;;;277.0
-683267;219.7;;
-682999;219.5;;
-682912;;520.0;
-682469;219.4;;
-682436;;504.0;
-682192;217.5;;
-682105;;499.0;
-682099;;;260.0
-681662;217.5;;
-681617;;498.0;
-681312;218.7;;
-681310;;494.0;
-681280;;;258.0
-680812;221.3;;
-680777;;543.0;
-680703;;523.0;
-680689;;;257.0
-680496;222.6;;
-680439;;505.0;
-680404;;;270.0
-679899;219.7;;
-679822;;486.0;
-679581;217.3;;
-679467;;482.0;
-678970;216.2;;
-678896;;490.0;
-678658;218.4;;
-678606;;466.0;
-678573;;;237.0
-678161;;446.0;
-678131;225.0;;
-677786;;460.0;
-677782;223.0;;
-677767;;;245.0
-677302;230.3;;
-677246;;544.0;
-677149;;500.0;248.0
-676964;230.8;;
-676882;;494.0;
-676877;;;261.0
-676341;230.0;;
-676236;;495.0;
-676034;226.5;;
-675914;;491.0;
-675430;217.4;;
-675342;;464.0;
-675118;215.6;;
-675023;;466.0;237.0
-674598;;455.0;
-674574;214.0;;
-674220;217.4;;
-674206;;536.0;
-674190;;;243.0
-673639;220.0;;
-673590;;551.0;
-673159;;554.0;
-673154;;;280.0
-672571;213.7;;
-672458;;564.0;
-672223;209.2;;
-672164;;562.0;
-671525;202.3;;
-671488;;512.0;
-671145;198.7;;
-671113;;529.0;
-671048;;;246.0
-670436;194.8;;
-670382;;471.0;
-669976;192.5;;
-669974;;462.0;
-669944;;;219.0
-669336;194.6;;
-669276;;439.0;
-669050;;483.0;
-669019;;;224.0
-668966;192.6;;
-668965;;489.0;
-668934;;;249.0
-668226;189.3;;
-667801;185.5;;
-667679;;396.0;
-666984;178.5;;
-666842;;390.0;
-666497;175.6;;
-666376;;385.0;
-666345;;;215.0
-665640;;365.0;
-665619;171.6;;
-665045;172.7;;
-665030;;374.0;
-664983;;;202.0
-664268;;376.0;
-664224;178.5;;
-663695;178.2;;
-662740;185.8;;
-662242;189.1;;
-662084;;414.0;
-661256;189.0;;
-660719;187.8;;
-660574;;384.0;
-660566;;;278.0
-659700;189.8;;
-659084;;402.0;
-659031;186.6;;
-658958;;;250.0
-658134;183.9;;
-657574;182.4;;
-657454;;359.0;
-657434;;;218.0
-656524;189.2;;
-655973;191.3;;
-655795;;344.0;
-654932;198.7;;
-654857;;398.0;
-654842;;;249.0
-654336;198.4;;
-654154;;;267.0
-654141;;414.0;
-653252;193.2;;
-652531;;397.0;
-652523;191.3;;
-652446;;;233.0
-651498;185.3;;
-650852;185.8;;
-650705;;409.0;
-650661;;;238.0
-649606;192.0;;
-648941;187.8;;
-648727;;414.0;
-647648;194.8;;
-646996;192.1;;
-646942;;426.0;
-646921;;;252.0
-645638;190.5;;
-644773;188.6;;
-644706;;429.0;
-644687;;;222.0
-643520;194.6;;
-642712;194.1;;
-642525;;429.0;
-642514;;;253.0
-641254;190.4;;
-641234;;386.0;
-641174;;;237.0
-640489;;369.0;
-640455;190.2;;
-638810;189.1;;
-637898;187.7;;
-637654;;;234.0
-637649;;373.0;
-636177;194.3;;
-635007;193.0;;
-634927;;373.0;
-634898;;;260.0
-633539;193.9;;
-632642;192.1;;
-632368;;;226.0
-632347;;361.0;
-630906;195.6;;
-630051;199.5;;
-629795;;376.0;
-628345;199.9;;
-627496;198.7;;
-627243;;;232.0
-627140;;356.0;
-626049;205.0;;
-625261;214.9;;
-625126;;;233.0
-625076;;386.0;
-624265;227.8;;
-624150;;;243.0
-624070;;474.0;
-623620;234.3;;
-623521;;478.0;
-623508;;;268.0
-622740;237.3;;
-622648;;;264.0
-622646;;573.0;
-622067;;572.0;
-621264;238.6;;
-621230;;618.0;
-621226;;;267.0
-620626;;661.0;279.0
-619810;243.0;;
-619765;;;274.0
-619746;;627.0;
-619139;;;272.0
-619097;;609.0;
-618388;245.4;;
-617741;;;277.0
-617730;;602.0;
-617005;247.9;;
-616396;;604.0;
-615594;252.3;;
-615003;;611.0;
-614994;;;266.0
-614277;252.4;;
-613661;;;274.0
-613630;;617.0;
-612973;252.5;;
-612403;;620.0;278.0
-611759;256.0;;
-611220;;601.0;
-610564;258.0;;
-610005;;620.0;
-610002;;;267.0
-609369;259.6;;
-608839;;593.0;
-608833;;;275.0
-608186;257.7;;
-607637;;583.0;
-607631;;;274.0
-606979;259.2;;
-606941;;577.0;
-606924;;;273.0
-606475;;578.0;
-605758;254.6;;
-605205;;538.0;
-605178;;;277.0
-604424;248.5;;
-603907;;533.0;
-603846;;;277.0
-603126;244.5;;
-602512;;503.0;
-602505;;;264.0
-601723;239.1;;
-601116;;526.0;
-600328;237.9;;
-599695;;542.0;
-599693;;;244.0
-598932;232.5;;
-598283;;;268.0
-598281;;534.0;
-597484;229.4;;
-596883;226.0;;
-596845;;544.0;
-596815;;;269.0
-596016;219.0;;
-595986;;;255.0
-595984;;496.0;
-595493;216.3;;
-595324;;465.0;
-594565;216.4;;
-594000;221.2;;
-593950;;448.0;
-593945;;;244.0
-593239;232.9;;
-593159;;463.0;
-592689;238.0;;
-592627;;;287.0
-592512;;539.0;
-591920;238.1;;
-591465;233.2;;
-591388;;510.0;
-591383;;;267.0
-590747;229.4;;
-590329;225.7;;
-590204;;483.0;
-588943;237.4;;
-588430;;428.0;
-588429;;;227.0
-588385;243.6;;
-587918;248.1;;
-587887;;;283.0
-587886;;480.0;
-587274;250.2;;
-586766;246.3;;
-586698;;;278.0
-586665;;468.0;
-586084;238.8;;
-585697;234.4;;
-585596;;451.0;
-584943;226.0;;
-584456;224.0;;
-584417;;470.0;
-584414;;;251.0
-581463;210.6;;
-581084;206.7;;
-580956;;482.0;
-580441;209.9;;
-580050;215.4;;
-580024;;488.0;
-580018;;;221.0
-579557;219.4;;
-579210;225.2;;
-579167;;;240.0
-579114;;484.0;
-578745;230.3;;
-578450;236.2;;
-578411;;;244.0
-578373;;505.0;
-578069;243.8;;
-578004;;521.0;
-577871;244.1;;
-577788;;609.0;
-577485;251.5;;
-577204;;;266.0
-577199;;618.0;
-576907;252.9;;
-576649;;;273.0
-576642;;602.0;
-576355;249.1;;
-576100;;602.0;
-576097;;;270.0
-575819;251.1;;
-575583;;579.0;
-575292;251.3;;
-575052;;597.0;
-575049;;;250.0
-574773;251.3;;
-574553;;584.0;
-574538;;;255.0
-574272;252.9;;
-574045;;;257.0
-574039;;589.0;
-573780;252.5;;
-573573;;581.0;
-573315;248.9;;
-573099;;;274.0
-573097;;600.0;
-572853;252.1;;
-572647;;;261.0
-572646;;605.0;
-572403;251.9;;
-572197;;620.0;
-572196;;;270.0
-571952;251.8;;
-571749;;598.0;
-571512;248.7;;
-571312;;613.0;
-571310;;;269.0
-571087;249.2;;
-570899;;612.0;
-570897;;;279.0
-570669;247.7;;
-570475;;614.0;
-570473;;;275.0
-570240;246.3;;
-570051;;604.0;
-569825;250.3;;
-569652;;610.0;
-569643;;;267.0
-569417;251.6;;
-569231;;;269.0
-569229;;594.0;
-569005;249.6;;
-568816;;597.0;
-568810;;;266.0
-568598;251.8;;
-568419;;580.0;
-568189;251.8;;
-567998;;;280.0
-567997;;588.0;
-567778;251.3;;
-567598;;589.0;282.0
-567381;250.0;;
-567209;;590.0;
-567206;;;279.0
-566996;251.3;;
-566821;;589.0;
-566606;250.2;;
-566430;;613.0;
-566428;;;273.0
-566217;253.0;;
-566037;;615.0;
-566036;;;274.0
-565827;252.8;;
-565649;;;269.0
-565642;;603.0;
-565431;253.9;;
-565268;;620.0;
-565057;253.2;;
-564889;;626.0;
-564884;;;269.0
-564669;254.5;;
-564502;;;277.0
-564501;;618.0;
-564283;253.9;;
-564108;;627.0;
-564105;;;283.0
-563901;254.3;;
-563735;;577.0;
-563516;253.7;;
-563336;;;280.0
-563335;;589.0;
-563127;251.4;;
-562959;;581.0;
-562955;;;275.0
-562749;252.6;;
-562572;;579.0;
-562570;;;291.0
-562361;252.4;;
-562185;;550.0;
-561968;251.4;;
-561784;;;268.0
-561781;;554.0;
-561567;247.6;;
-561394;;529.0;
-561381;;;272.0
-561165;245.8;;
-560971;;;277.0
-560969;;532.0;
-560740;245.7;;
-560549;;495.0;
-560322;242.3;;
-560138;;497.0;
-560126;;;280.0
-559896;240.1;;
-559692;;486.0;
-559689;;;276.0
-559453;;484.0;
-559445;;;269.0
-559359;234.1;;
-558980;234.6;;
-558972;;464.0;
-558509;231.9;;
-558500;;511.0;
-558492;;;280.0
-558291;;516.0;
-558288;;;259.0
-558022;231.6;;
-557811;;501.0;
-557793;;;267.0
-557511;228.3;;
-557290;;492.0;
-557268;;;261.0
-556979;230.3;;
-556745;;468.0;
-556443;230.2;;
-556233;229.7;;
-556227;;443.0;
-556214;;;246.0
-555937;234.5;;
-555723;;443.0;
-555714;;;244.0
-555435;238.1;;
-555223;;496.0;
-555215;;;262.0
-554939;240.4;;
-554778;;531.0;
-554774;245.6;;
-554762;;;269.0
-554414;250.5;;
-554193;244.0;;
-554173;;;283.0
-554168;;575.0;
-553889;249.1;;
-553687;243.0;;
-553664;;578.0;
-553662;;;282.0
-553395;241.0;;
-553173;;557.0;
-553169;;;271.0
-552881;233.9;;
-552630;;519.0;
-552304;226.7;;
-552020;;;269.0
-552016;;501.0;
-551676;224.3;;
-551369;;471.0;
-551364;;;242.0
-551011;223.6;;
-550730;;431.0;
-550685;;;233.0
-550370;;443.0;
-550300;220.3;;
-550273;;;243.0
-550029;222.1;;
-549988;;491.0;
-549502;226.3;;
-549174;222.3;;
-549147;;477.0;
-549131;;;268.0
-548687;221.7;;
-548353;;472.0;
-548337;;;272.0
-547880;219.9;;
-547504;;456.0;
-547489;;;261.0
-546983;215.2;;
-546587;;434.0;
-546022;213.6;;
-545623;208.8;;
-545584;;390.0;
-545580;;;246.0
-545063;202.5;;
-544707;;409.0;
-544613;;;239.0
-544006;204.6;;
-543499;;418.0;
-543489;;;251.0
-542854;209.7;;
-542398;;427.0;
-541726;209.6;;
-541241;;405.0;
-540552;210.3;;
-540031;;;253.0
-540030;;408.0;
-539395;208.1;;
-538846;;391.0;
-538845;;;246.0
-538204;203.6;;
-537669;;400.0;
-537009;205.0;;
-536985;;415.0;
-536967;;;255.0
-536460;;448.0;
-536457;;;252.0
-535820;211.2;;
-535783;;;267.0
-535779;;467.0;
-535288;;497.0;
-534672;212.9;;
-534188;;490.0;
-534181;;;264.0
-533533;206.4;;
-532968;;449.0;
-532414;205.0;;
-531901;;458.0;
-531897;;;236.0
-531296;199.4;;
-530774;;;241.0
-530766;;422.0;
-530169;199.8;;
-529712;190.5;;
-529680;;420.0;
-529085;193.8;;
-528735;195.1;;
-528619;;450.0;
-528066;200.0;;
-527690;204.4;;
-527630;;;226.0
-527624;;441.0;
-527151;211.4;;
-526797;214.5;;
-526751;;464.0;
-526749;;;270.0
-526312;220.7;;
-526283;;;270.0
-526244;;520.0;
-525928;;518.0;264.0
-525504;220.3;;
-525140;;529.0;
-524711;221.2;;
-524364;;541.0;
-524360;;;260.0
-523958;222.7;;
-523635;;538.0;
-523613;;;264.0
-523214;224.7;;
-522876;;;260.0
-522873;;534.0;
-522459;227.8;;
-522128;;518.0;
-521716;230.3;;
-521373;;;247.0
-521367;;534.0;
-520973;233.7;;
-520640;;516.0;
-520636;;;253.0
-520266;235.8;;
-519967;;;255.0
-519955;;535.0;
-519602;236.8;;
-519311;;522.0;
-518942;241.9;;
-518647;;524.0;
-518646;;;248.0
-517015;243.5;;
-516722;;499.0;
-516384;245.5;;
-516095;;512.0;
-516086;;;260.0
-515756;247.7;;
-515467;;507.0;
-515119;245.3;;
-514822;;508.0;
-514820;;;254.0
-514467;245.5;;
-514454;;501.0;
-514445;;;282.0
-514179;;477.0;
-513821;246.2;;
-513808;;483.0;
-513799;;;281.0
-513545;;519.0;
-513538;;;289.0
-513163;247.2;;
-512855;;507.0;
-512854;;;270.0
-512479;243.0;;
-512168;;496.0;
-512164;;;284.0
-511774;241.5;;
-511447;;488.0;
-511047;239.2;;
-510717;;486.0;
-510713;;;269.0
-510319;238.2;;
-509980;;;265.0
-509976;;487.0;
-509565;242.0;;
-509240;;495.0;
-509214;;;252.0
-508815;235.2;;
-508492;;520.0;
-508058;236.4;;
-507715;;533.0;
-507297;233.4;;
-506957;;557.0;
-506944;;;269.0
-506526;240.3;;
-506171;;;280.0
-506165;;582.0;
-505764;237.0;;
-505450;;573.0;
-505061;238.2;;
-504742;;601.0;
-504736;;;275.0
-504337;236.0;;
-503999;;579.0;
-503566;235.5;;
-503205;;524.0;
-503204;;;267.0
-502827;233.9;;
-502530;;566.0;
-502133;234.1;;
-501855;;549.0;
-501827;;;281.0
-501425;232.2;;
-501088;;515.0;
-501087;;;273.0
-500675;232.0;;
-500320;;;265.0
-500299;;517.0;
-499916;231.2;;
-499621;;522.0;
-499180;230.8;;
-498827;;512.0;
-498821;;;261.0
-498413;228.2;;
-498068;;496.0;
-497660;230.8;;
-497326;;499.0;
-497317;;;263.0
-496915;230.6;;
-496577;;509.0;
-496154;232.8;;
-495823;;506.0;
-495820;;;264.0
-495416;236.5;;
-495066;;;266.0
-495060;;516.0;
-494658;236.4;;
-494322;;522.0;
-494311;;;244.0
-493903;237.6;;
-493563;;514.0;
-493135;238.5;;
-492788;;496.0;
-492774;;;254.0
-492361;238.3;;
-491993;;517.0;
-491557;239.1;;
-491212;;500.0;
-491205;;;260.0
-490788;239.7;;
-490438;;501.0;
-490009;243.7;;
-489656;;534.0;
-489650;;;266.0
-489241;246.7;;
-488880;;584.0;
-488877;;;274.0
-488495;243.3;;
-488165;;558.0;
-488162;;;268.0
-487772;242.6;;
-487525;249.3;;
-487434;;588.0;
-487046;252.8;;
-486739;240.9;;
-486706;;;274.0
-486693;;624.0;
-486318;242.0;;
-485983;;615.0;
-485980;;;265.0
-485591;237.1;;
-485270;;583.0;
-485254;;;261.0
-484866;231.3;;
-484505;;583.0;
-484093;232.9;;
-483767;;569.0;
-483760;;;254.0
-483326;233.0;;
-482970;;543.0;
-482962;;;261.0
-482515;231.2;;
-482156;;544.0;
-482147;;;257.0
-481699;231.4;;
-481327;;516.0;
-480853;231.4;;
-480458;;507.0;
-480453;;;257.0
-479982;227.3;;
-479602;;504.0;
-479572;;;255.0
-479085;223.4;;
-478687;;492.0;
-478664;;;243.0
-478158;223.8;;
-478135;;504.0;
-478130;;;256.0
-477760;;531.0;
-477194;218.8;;
-476771;220.8;;
-476752;;496.0;
-476732;;;232.0
-476174;231.3;;
-475769;236.5;;
-475725;;528.0;
-475721;;;242.0
-475212;239.1;;
-474822;;517.0;
-474798;;;262.0
-474290;236.6;;
-473834;;504.0;
-473268;232.8;;
-472782;;475.0;
-472774;;;255.0
-472212;233.1;;
-471724;;456.0;
-471713;;;239.0
-471152;241.2;;
-470676;;440.0;
-470670;;;241.0
-470145;245.6;;
-469813;243.9;;
-469662;;482.0;
-469096;243.7;;
-468647;232.7;;
-468583;;;264.0
-468523;;482.0;
-467991;229.2;;
-467520;218.7;;
-467473;;443.0;
-467456;;;248.0
-466860;215.5;;
-466430;;430.0;
-466373;206.5;;
-466340;;;230.0
-465727;;491.0;
-465652;205.5;;
-465584;;;212.0
-465120;;491.0;
-464315;203.4;;
-463719;;442.0;
-463656;;;219.0
-462916;204.4;;
-462321;;;239.0
-462300;;448.0;
-461506;208.1;;
-460897;;491.0;
-460891;;;237.0
-460183;210.0;;
-460145;;;245.0
-460140;;463.0;
-459737;205.2;;
-459597;;521.0;
-458842;199.9;;
-458790;;;244.0
-458767;;424.0;
-458210;;409.0;
-458204;;;232.0
-457480;194.4;;
-456941;;398.0;
-456847;;;211.0
-456099;190.7;;
-455474;;408.0;
-455458;;;218.0
-454641;195.5;;
-454061;;412.0;
-453329;202.4;;
-453293;;;237.0
-453290;;434.0;
-452758;;;256.0
-452736;;468.0;
-452073;208.3;;
-452029;;;282.0
-451942;;486.0;
-451564;203.3;;
-451514;;;261.0
-451474;;426.0;
-450845;204.3;;
-450333;199.1;;
-450258;;;236.0
-450249;;403.0;
-449643;192.5;;
-449151;;384.0;
-448505;193.3;;
-447962;;381.0;
-447950;;;195.0
-447294;198.4;;
-446740;;;212.0
-446738;;389.0;
-446153;201.9;;
-445664;;427.0;
-445658;;;242.0
-445034;204.9;;
-444987;;;266.0
-444981;;506.0;
-444629;;474.0;
-444620;;;264.0
-443879;201.2;;
-443812;;452.0;
-443808;;;234.0
-443339;;;233.0
-443273;;409.0;
-442700;201.7;;
-442634;;;232.0
-442632;;427.0;
-442236;;491.0;
-442188;;;249.0
-441612;208.1;;
-441583;;439.0;
-441570;;;233.0
-441117;;439.0;
-441110;;;240.0
-440461;203.5;;
-439926;;438.0;
-439270;201.1;;
-438729;;;234.0
-438720;;400.0;
-438146;;405.0;
-437615;199.1;;
-436481;;392.0;
-436406;202.0;;
-435708;;395.0;
-435202;201.3;;
-434513;;385.0;
-434039;201.7;;
-433365;;381.0;
-432854;200.3;;
-432152;;381.0;
-431724;207.5;;
-431120;;392.0;
-430649;209.8;;
-429964;;389.0;
-429495;207.6;;
-429244;;394.0;
-429113;211.5;;
-428848;;385.0;
-428778;;;236.0
-428083;;380.0;
-427926;227.2;;
-427839;;382.0;
-427183;;406.0;
-427056;219.7;;
-426829;;472.0;
-425901;;418.0;
-425883;;;266.0
-425616;242.5;;
-425435;;412.0;
-425335;248.2;;
-425132;;465.0;
-424663;;459.0;
-424648;252.1;;
-424447;;463.0;
-424077;;457.0;
-424025;255.3;;
-423696;;;260.0
-423663;;508.0;
-423619;265.4;;
-423292;270.0;;
-423279;;503.0;
-423224;;498.0;
-423017;;584.0;
